ID,Label,Type,Graph Source
2046,Theo Hermssen Jr,Object,Graph A
2047,Adolf Wuester,Object,Graph A
2048,Adolf Weinmueller,Object,Graph A
2049,Hans Lange,Object,Graph A
2050,Toulinot,Object,Graph A
2051,Walter Bornheim,Object,Graph A
2052,Department of Propaganda in Cracow,Object,Graph A
2053,Polish art treasures taken from the Royal Castle and the Lasienki Palace,Object,Graph A
2054,private libraries,Object,Graph A
2055,storage of libraries in Paris,Object,Graph A
2056,ERR in Paris,Object,Graph A
2057,Kunsthalle in Karlsrhue,Object,Graph A
2058,all museums in Alsace,Object,Graph A
2059,Otto Abetz,Object,Graph A
2060,Paris,Object,Graph A
2061,German institutions,Object,Graph A
2062,part of Goudstikker Collection,Object,Graph A
2063,Heinz Mansfeld,Object,Graph A
2064,Margarethe Noble,Object,Graph A
2065,German Institute in Rennes,Object,Graph A
2066,German Institute in Barcelona,Object,Graph A
2067,Adolf Wuester,Object,Graph A
2068,German Embassy in Paris,Object,Graph A
2069,Nazi Party,Object,Graph A
2070,packing and shipping,Object,Graph A
2071,ERR in Paris,Object,Graph A
2072,Major Kreuter,Object,Graph A
2073,Herman Goering,Object,Graph A
2074,painter,Object,Graph A
2075,Kunstschutz in Rome,Object,Graph A
2076,Kunstschutz in France,Object,Graph A
2077,Kunstschutz activities in France,Object,Graph A
2078,Kunstschutz activities in the Netherlands,Object,Graph A
2079,Kunstschutz activities in the Balkans,Object,Graph A
2080,Kunstschutz activities in Italy,Object,Graph A
2081,confiscation,Object,Graph A
2082,Walter Bornheim,Object,Graph A
2083,Walter Bornheim,Object,Graph A
2084,dealer,Object,Graph A
2085,Lippmann Rosenthal Bank,Object,Graph A
2086,Prague,Object,Graph A
2087,Linz,Object,Graph A
2088,Munich Museum,Object,Graph A
2089,Boehler,Object,Graph A
2090,Ernst Buchner,Object,Graph A
2091,Hans Posse,Object,Graph A
2092,Rudolf Oertel,Object,Graph A
2093,an institution,Object,Graph A
2094,Alois Miedl,Object,Graph A
2095,financial section of the German military government,Object,Graph A
2096,Herman Goering,Object,Graph A
2097,Devisenschutzkommando ,Object,Graph A
2098,Herman Goering,Object,Graph A
2099,Heinrich Hoffman,Object,Graph A
2100,Goudstikker Collection,Object,Graph A
2101,Bilbao,Object,Graph A
2102,art and furniture in Holland,Object,Graph A
2103,Kunstschutz in Paris,Object,Graph A
2104,Oberinspektor ,Object,Graph A
2105,Devisenschutzkommando,Object,Graph A
2106,Walter Andreas Hofer,Object,Graph A
2107,German Consul,Object,Graph A
2108,German Archaeological Institute in Rome,Object,Graph A
2109,Gestappo,Object,Graph A
2110,seizure of Baron Cassel collection,Object,Graph A
2111,Adolf Wuester,Object,Graph A
2112,German art purchases and looting,Object,Graph A
2113,Bruno Lohse,Object,Graph A
2114,Kurt von Behr,Object,Graph A
2115,Karl Haberstock,Object,Graph A
2116,Hans Lange,Object,Graph A
2117,Hugo Engel,Object,Graph A
2118,Kunstschutz in Belgium,Object,Graph A
2119,Switzerland,Object,Graph A
2120,Germany,Object,Graph A
2121,Hans Wendland,Object,Graph A
2122,ERR activities in Western Europe,Object,Graph A
2123,Kajetan Muehlmann,Object,Graph A
2124,Brussels,Object,Graph A
2125,Maurice Lagrand,Object,Graph A
2126,looting in Poland,Object,Graph A
2127,Seyss-Inquart,Object,Graph A
2128,Dienststolle Muehlmann,Object,Graph A
2129,SS officer,Object,Graph A
2130,looting in Holland,Object,Graph A
2131,looting in Poland,Object,Graph A
2132,Josef Muehlmann,Object,Graph A
2133,Josef Muehlmann,Object,Graph A
2134,Archives in Dresden,Object,Graph A
2135,Polish archives removed from Warsaw to Dresden,Object,Graph A
2136,ERR,Object,Graph A
2137,Jeu de Paume ,Object,Graph A
2138,art objects removed from Polish archaeological collections,Object,Graph A
2139,State Museum in Dresden,Object,Graph A
2140,looted Polish works removed to Dresden,Object,Graph A
2141,journalist,Object,Graph A
2142,propaganda leader,Object,Graph A
2143,"Art Section, Propaganda Division, of the occupation government of Norway",Object,Graph A
2144,Cultural Division of the German Propaganda Office,Object,Graph A
2145,Devisenschutzkommando,Object,Graph A
2146,Renders collection,Object,Graph A
2147,ERR in Rouen,Object,Graph A
2148,Museum of Krefeld,Object,Graph A
2149,Adolf Wuester,Object,Graph A
2150,Paul Cailleux,Object,Graph A
2151,Kurt Martin,Object,Graph A
2152,Hopp,Object,Graph A
2153,Maria Almas Dietrich,Object,Graph A
2154,Robert Ley,Object,Graph A
2155,archaeologist,Object,Graph A
2156,Kunstschutz in Paris,Object,Graph A
2157,Herman Goering Collection,Object,Graph A
2158,property seized by the Reich in France,Object,Graph A
2159,Mannheimer Collection,Object,Graph A
2160,Municipal Collections in Freiburg,Object,Graph A
2161,ERR in Paris,Object,Graph A
2162,Institut fur Deutsche Ostarbeit in Cracow,Object,Graph A
2163,removal of Polish prehistoric collections,Object,Graph A
2164,ERR in Paris,Object,Graph A
2165,removal of the David Weill Collection,Object,Graph A
2166,Bayeux tapestry,Object,Graph A
2167,Linz Collection,Object,Graph A
2168,paintings,Object,Graph A
2169,Gottfried Reimer,Object,Graph A
2170,ERR in Paris,Object,Graph A
2171,Gerhard Utikal,Object,Graph A
2172,ERR in Berlin,Object,Graph A
2173,ERR in Paris,Object,Graph A
2174,ERR,Object,Graph A
2175,Rosenberg Office,Object,Graph A
2176,Folk Studios,Object,Graph A
2177,Kajetan Muehlmann,Object,Graph A
2178,safeguarding activities,Object,Graph A
2179,damage to documents and manuscripts in Poland,Object,Graph A
2180,dealer,Object,Graph A
2181,collector,Object,Graph A
2182,Paris,Object,Graph A
2183,Berlin,Object,Graph A
2184,Bruno Lohse,Object,Graph A
2185,Hermann Voss,Object,Graph A
2186,GIS,Object,Graph A
2187,Josef Muehlmann,Object,Graph A
2188,National Museum in Wilanov Palace in Warsaw,Object,Graph A
2189,Rostock University,Object,Graph A
2190,removing Polish libraries,Object,Graph A
2191,Curator of Museums,Object,Graph A
2192,Ponzan,Object,Graph A
2193,Pomerania,Object,Graph A
2194,School of Fine Arts in Vienna,Object,Graph A
2195,art repository in France,Object,Graph A
2196,dealer,Object,Graph A
2197,painter,Object,Graph A
2198,ERR in Bordeaux,Object,Graph A
2199,GIS,Object,Graph A
2200,Kurt von Behr,Object,Graph A
2201,Kurt von Behr,Object,Graph A
2202,Adolf Wuester,Object,Graph A
2203,Kunstschutz in Paris,Object,Graph A
2204,seizure of Wildenstein Collection,Object,Graph A
2205,University of Berlin,Object,Graph A
2206,Cracow,Object,Graph A
2207,Lvov,Object,Graph A
2208,Kunsthistorisches Institut,Object,Graph A
2209,Dworschak,Object,Graph A
2210,Luigi Bellini,Object,Graph A
2211,Walter Andreas Hofer,Object,Graph A
2212,Franz Kieslinger,Object,Graph A
2213,Dienststelle Muehlmann,Object,Graph A
2214,Herman Goering Collection,Object,Graph A
2215,confiscation of Mannheimer Collection,Object,Graph A
2216,sale of Mendelssohn Collection,Object,Graph A
2217,Seyss-Inquart,Object,Graph A
2218,Seyss-Inquart,Object,Graph A
2219,Karl Haberstock,Object,Graph A
2220,Karl Haberstock,Object,Graph A
2221,arayanisation of  Wildernstein firm,Object,Graph A
2222,Roger Louis Adolphe Dequoy,Object,Graph A
2223,Hildebrandt,Object,Graph A
2224,Bruno Lohse,Object,Graph A
2225,Walter Bornheim,Object,Graph A
2226,personal possessions of Walter Bornheim,Object,Graph A
2227,Herman Goering,Object,Graph A
2228,funds,Object,Graph A
2229,Karl Schmidt,Object,Graph A
2230,Lille,Object,Graph A
2231,Albertina in Vienna,Object,Graph A
2232,restorer,Object,Graph A
2233,looting polish collections and libraries,Object,Graph A
2234,SS General Globotschnik,Object,Graph A
2235,SS General Globotschnik,Object,Graph A
2236,confiscation of Jewish property in Trieste,Object,Graph A
2237,State Picture Gallery in Dresden,Object,Graph A
2238,Adolf Hitler,Object,Graph A
2239,Special Commision,Object,Graph A
2240,Linz,Object,Graph A
2241,Germany,Object,Graph A
2242,Hermann Voss,Object,Graph A
2243,dealer,Object,Graph A
2244,Anton Possenbacher,Object,Graph A
2245,Otto Possenbacher,Object,Graph A
2246,Anton Possenbacher,Object,Graph A
2247,Otto Possenbacher,Object,Graph A
2248,Nazi Party,Object,Graph A
2249,furniture,Object,Graph A
2250,Paul Lindpaintner,Object,Graph A
2251,G F Herber,Object,Graph A
2252,Florence,Object,Graph A
2253,Lausanne,Object,Graph A
2254,German Propaganda Organization in Norway,Object,Graph A
2255,Reichsbank,Object,Graph A
2256,art as collateral,Object,Graph A
2257,ERR in Paris,Object,Graph A
2258,Kurt von Behr,Object,Graph A
2259,import company,Object,Graph A
2260,Josef (Sepp) Angerer,Object,Graph A
2261,Landesmuseum in Bonn,Object,Graph A
2262,art purchased in France,Object,Graph A
2263,Leegenhoek,Object,Graph A
2264,Cornelius Postma,Object,Graph A
2265,Gustav Rochlitz,Object,Graph A
2266,Adolf Wuester,Object,Graph A
2267,Eduard Plietzsch,Object,Graph A
2268,Institut fur Deutsche Ostarbeit in Cracow,Object,Graph A
2269,looted State Archaeological Museum in Warsaw,Object,Graph A
2270,officer in the Hermann Goering Division,Object,Graph A
2271,removal of art from Monte Cassino in Spoleto,Object,Graph A
2272,German State Archives in Cracow,Object,Graph A
2273,reorganization of Polish archives,Object,Graph A
2274,dealer,Object,Graph A
2275,collector,Object,Graph A
2276,Herman Goering,Object,Graph A
2277,Walter Andreas Hofer,Object,Graph A
2278,Fuherbau,Object,Graph A
2279,Linz,Object,Graph A
2280,ERR in Paris,Object,Graph A
2281,Bruno Lohse,Object,Graph A
2282,ERR in Paris,Object,Graph A
2283,Hans Bammann,Object,Graph A
2284,Hans Joachim Apfelstaedt,Object,Graph A
2285,Kunstschutz in Italy,Object,Graph A
2286,removal of Florentine art collections to Germany,Object,Graph A
2287,Director of Linz Commission,Object,Graph A
2288,Posse,Object,Graph A
2289,Hermann Voss,Object,Graph A
2290,one looting operation,Object,Graph A
2291,University of Berlin,Object,Graph A
2292,Radig,Object,Graph A
2293,looted Polish prehistorical collections,Object,Graph A
2294,ERR in Brussels,Object,Graph A
2295,excavations,Object,Graph A
2296,art in Paris,Object,Graph A
2297,Herman Goering,Object,Graph A
2298,superintendent,Object,Graph A
2299,Bolzano Museum,Object,Graph A
2300,Trieste,Object,Graph A
2301,Reidemeister,Object,Graph A
2302,Leo Bruhns,Object,Graph A
2303,Gerhard Wolf,Object,Graph A
2304,Herman Goering,Object,Graph A
2305,Kunst im Deutschen Reich,Object,Graph A
2306,ERR,Object,Graph A
2307,Robert Scholz,Object,Graph A
2308,dealer,Object,Graph A
2309,exchanges,Object,Graph A
2310,ERR,Object,Graph A
2311,loot,Object,Graph A
2312,Edward Schupp,Object,Graph A
2313,Loos,Object,Graph A
2314,Loerach Schopfheim,Object,Graph A
2315,E Ascher,Object,Graph A
2316,M de Beurry,Object,Graph A
2317,ERR in Brussels,Object,Graph A
2318,Kunstschutz in Belgium,Object,Graph A
2319,Virgin and Child by MicheHans Langelo,Object,Graph A
2320,dealer,Object,Graph A
2321,Germany,Object,Graph A
2322,Paris,Object,Graph A
2323,Herman Goering,Object,Graph A
2324,Nazi Party,Object,Graph A
2325,ERR in Paris,Object,Graph A
2326,Hans Bammann,Object,Graph A
2327,Russia,Object,Graph A
2328,Linz,Object,Graph A
2329,Frank,Object,Graph A
2330,Muehlmann,Object,Graph A
2331,University of Strasbourg,Object,Graph A
2332,Museum in Poznan,Object,Graph A
2333,Institut fur Deutsche Ostarbeit in Cracow,Object,Graph A
2334,looting and destruction of cultural material at Cracow University,Object,Graph A
2335,Cracow University,Object,Graph A
2336,ERR in Paris,Object,Graph A
2337,Linz Collection,Object,Graph A
2338,Kunsthistorisches Institut,Object,Graph A
2339,Emil Buehrle,Object,Graph A
2340,Dagobert Frey,Object,Graph A
2341,Gestappo,Object,Graph A
2342,Boehler firm,Object,Graph A
2343,Boehler firm,Object,Graph A
2344,Julius Boehler sr,Object,Graph A
2345,Julius Boehler jr,Object,Graph A
2346,German art market,Object,Graph A
2347,OKH photographic team in France,Object,Graph A
2348,Alfred Stange,Object,Graph A
2349,Richard Hammann,Object,Graph A
2350,Hermann Bunjes,Object,Graph A
2351,seizure of effectse from Czechoslovakian Legation in Rome,Object,Graph A
2352,Herman Goering Collection,Object,Graph A
2353,dealer,Object,Graph A
2354,Leopold Ruprecht,Object,Graph A
2355,acquisition of armour for Linz,Object,Graph A
2356,Linz,Object,Graph A
2357,Fine Arts Commission in Rome,Object,Graph A
2358,SS Stormtrooper,Object,Graph A
2359,Hand Gerhard Evers,Object,Graph A
2360,dealer,Object,Graph A
2361,Walter Bornheim,Object,Graph A
2362,National Museum in Wilanov Palace in Warsaw,Object,Graph A
2363,removal of Polish works of art,Object,Graph A
2364,Linz Commission,Object,Graph A
2365,shipping firm,Object,Graph A
2366,Gestappo,Object,Graph A
2367,paintings by Fragonard,Object,Graph A
2368,Greece,Object,Graph A
2369,Galerie Theodore Fischer,Object,Graph A
2370,works of art from Germany to Switzerland,Object,Graph A
2371,works of art from Germany to Argentina,Object,Graph A
2372,ERR in Paris,Object,Graph A
2373,ERR deposits in Germany,Object,Graph A
2374,Poland,Object,Graph A
2375,ERR in Paris,Object,Graph A
2376,ERR in Brussels,Object,Graph A
2377,dealer,Object,Graph A
2378,Linz,Object,Graph A
2379,Hermann Voss,Object,Graph A
2380,Linz Certificate,Object,Graph A
2381,Herman Goering,Object,Graph A
2382,Ice Skaters by Breughel,Object,Graph A
2383,Adolf Weinmueller,Object,Graph A
2384,Kajetan Muehlmann,Object,Graph A
2385,ERR in Holland,Object,Graph A
2386,OKH photographic team in France,Object,Graph A
2387,Alfred Stange,Object,Graph A
2388,Richard Hamann,Object,Graph A
2389,officer in the Hermann Goering Division,Object,Graph A
2390,removal of art from Monte Cassino in Spoleto,Object,Graph A
2391,German Consul General,Object,Graph A
2392,art in France,Object,Graph A
2393,Kunstschutz in France,Object,Graph A
2394,Hermann Voss,Object,Graph A
2395,Linz,Object,Graph A
2396,Josef (Sepp) Angerer,Object,Graph A
2397,art from France to Switzerland,Object,Graph A
2398,Switzerland,Object,Graph A
2399,Holland,Object,Graph A
2400,Herman Goering,Object,Graph A
2401,Kunstschutz in Northern France,Object,Graph A
2402,Kunstschutz in Pas de Calais,Object,Graph A
2403,ERR,Object,Graph A
2404,Museum in Lille,Object,Graph A
2405,removal of artworks from the Museum in Lille,Object,Graph A
2406,Walter Bornheim,Object,Graph A
2407,Adolf Weinmueller,Object,Graph A
2408,Schloss Museum,Object,Graph A
2409,Walter Andreas Hofer,Object,Graph A
2410,Herman Goering Collection,Object,Graph A
2411,ERR in Western Holland,Object,Graph A
2412,ERR in Berlin,Object,Graph A
2413,confiscation,Object,Graph A
2414,Kunstschutz in Paris,Object,Graph A
2415,Schloss Museum,Object,Graph A
2416,Herman Goering Collection,Object,Graph A
2417,Kunstschutz in Greece,Object,Graph A
2418,ERR in Berlin,Object,Graph A
2419,Robert Scholz,Object,Graph A
2420,Robert Scholz,Object,Graph A
2421,ERR in Berlin,Object,Graph A
2422,Office of Pictorial Art,Object,Graph A
2423,Gerhard Utikal,Object,Graph A
2424,ERR in Paris,Object,Graph A
2425,Robert Scholz,Object,Graph A
2426,Johanna Scholz,Object,Graph A
2427,ERR in Paris,Object,Graph A
2428,photographer aid,Object,Graph A
2429,Rudolf Scholz,Object,Graph A
2430,Gerhard Utikal,Object,Graph A
2431,Reichskulturkammer,Object,Graph A
2432,SS Standartenfuhrer,Object,Graph A
2433,Herman Goering,Object,Graph A
2434,Alsatian Museum of Mulhause,Object,Graph A
2435,paintings from Alsatian Museum of Mulhause,Object,Graph A
2436,Kunstschutz in Russia,Object,Graph A
2437,Eric Gritzbach,Object,Graph A
2438,Herman Goering,Object,Graph A
2439,Linz,Object,Graph A
2440,Dresden Kupferstich Kabinett,Object,Graph A
2441,removal of furniture from Polish Library in Paris,Object,Graph A
2442,Carinhall,Object,Graph A
2443,Herman Goering jewelry collection,Object,Graph A
2444,Herman Goering,Object,Graph A
2445,Eric Gritzbach,Object,Graph A
2446,Herman Goering,Object,Graph A
2447,German Art Historical Institute in Paris,Object,Graph A
2448,Hermann Bunjes,Object,Graph A
2449,ERR in Berlin,Object,Graph A
2450,Mjoelnir,Object,Graph A
2451,Deutsche Institute fur Ostarbeit in Cracow,Object,Graph A
2452,German Institute,Object,Graph A
2453,Viennese Institute for the Protection of Monuments,Object,Graph A
2454,art deposit at Alt Aussee,Object,Graph A
2455,restorer,Object,Graph A
2456,condition of art stored at Alt Aussee,Object,Graph A
2457,Alt Aussee deposit,Object,Graph A
2458,ERR in Paris,Object,Graph A
2459,Cracow,Object,Graph A
2460,Lvov,Object,Graph A
2461,seizure of works of art in France,Object,Graph A
2462,Otto Abetz,Object,Graph A
2463,protection of monuments and fine arts in Norway,Object,Graph A
2464,Devisenschutzkommando in France,Object,Graph A
2465,Devisenschutzkommando in Belgium,Object,Graph A
2466,Herman Goering,Object,Graph A
2467,ERR in Brussels,Object,Graph A
2468,German Institute for History of Art in Paris.,Object,Graph A
2469,Richard Hamann,Object,Graph A
2470,Kunstschutz in France,Object,Graph A
2471,Dirk Hannema,Object,Graph A
2472,C Roell,Object,Graph A
2473,tapestries,Object,Graph A
2474,Herman Goering,Object,Graph A
2475,Rosenberg,Object,Graph A
2476,Hermann Bunjes,Object,Graph A
2477,Germanic museums in Poland,Object,Graph A
2478,paintings,Object,Graph A
2479,prints,Object,Graph A
2480,ERR in France,Object,Graph A
2481,Walter Andreas Hofer,Object,Graph A
2482,Walter Andreas Hofer,Object,Graph A
2483,Herman Goering,Object,Graph A
2484,ERR,Object,Graph A
2485,OKH photographic team in France,Object,Graph A
2486,military administration in Paris,Object,Graph A
2487,Bruno Lohse,Object,Graph A
2488,Brauchitsch,Object,Graph A
2489,Herman Goering,Object,Graph A
2490,Herman Goering,Object,Graph A
2491,objects from the ERR,Object,Graph A
2492,ERR,Object,Graph A
2493,Kunsthistorisches Institut,Object,Graph A
2494,Poland,Object,Graph A
2495,Herman Goering,Object,Graph A
2496,France,Object,Graph A
2497,Kunstschutz,Object,Graph A
2498,Franz Wolff Metternich,Object,Graph A
2499,Dagobert Frey,Object,Graph A
2500,Kunstschutz in Cracow,Object,Graph A
2501,ERR in Berlin,Object,Graph A
2502,Gerhard Utikal,Object,Graph A
2503,Fuessen,Object,Graph A
2504,dealer,Object,Graph A
2505,Fuehrerbau,Object,Graph A
2506,Linz,Object,Graph A
2507,Adolf Hitler,Object,Graph A
2508,restorer,Object,Graph A
2509,Auschwitz,Object,Graph A
2510,Muehlmann,Object,Graph A
2511,Kunstschutz in Paris,Object,Graph A
2512,confiscation of Jewish property,Object,Graph A
2513,Herman Goering,Object,Graph A
2514,Walter Andreas Hofer,Object,Graph A
2515,Josef (Sepp) Angerer,Object,Graph A
2516,Fritz Schmidt,Object,Graph A
2517,restorer,Object,Graph A
2518,Schloss Museum,Object,Graph A
2519,Herman Goering Collection,Object,Graph A
2520,ERR,Object,Graph A
2521,Kunstsuchtz in Italy,Object,Graph A
2522,restorer,Object,Graph A
2523,Linz Collection,Object,Graph A
2524,Prehistorical Museum,Object,Graph A
2525,Herman Goering Collection,Object,Graph A
2526,Alfred Rosenberg,Object,Graph A
2527,ERR in Berlin,Object,Graph A
2528,art confiscation policy,Object,Graph A
2529,dealer,Object,Graph A
2530,Germany,Object,Graph A
2531,Walter Andreas Hofer,Object,Graph A
2532,Maria Schmidlin,Object,Graph A
2533,Margrit Schultess,Object,Graph A
2534,German Embassy in Rome,Object,Graph A
2535,Herman Goering,Object,Graph A
2536,Wilhelm Jacob Mohnen,Object,Graph A
2537,Linz Commission,Object,Graph A
2538,ERR in Brussels,Object,Graph A
2539,art in the Vatican,Object,Graph A
2540,the Vatican,Object,Graph A
2541,Walter Andreas Hofer,Object,Graph A
2542,Kunstschutz in Brussels,Object,Graph A
2543,Linz Collection,Object,Graph A
2544,Linz,Object,Graph A
2545,Dresden Gallery,Object,Graph A
2546,Schloss Museum,Object,Graph A
2547,Mannheimer Collection,Object,Graph A
2548,looting,Object,Graph A
2549,Adolf Hitler,Object,Graph A
2550,Mayor of Cracow,Object,Graph A
2551,looting,Object,Graph A
2552,Polish museums,Object,Graph A
2553,Mrs Waechter,Object,Graph A
2554,University of Halle,Object,Graph A
2555,France,Object,Graph A
2556,Italy,Object,Graph A
2557,University of Ghent,Object,Graph A
2558,dealer,Object,Graph A
2559,Hermann Voss,Object,Graph A
2560,Wilhelm Jacob Mohnen,Object,Graph A
2561,France,Object,Graph A
2562,German Embassy in Paris,Object,Graph A
2563,Kunsthistorisches Institut,Object,Graph A
2564,Linz,Object,Graph A
2565,Franz Wieser,Object,Graph A
2566,GIS,Object,Graph A
2567,art in Spain,Object,Graph A
2568,Walter Borchers,Object,Graph A
2569,ERR Dienststelle in Morano Italy,Object,Graph A
2570,research assistant,Object,Graph A
2571,ERR in Paris,Object,Graph A
2572,Scholz,Object,Graph A
2573,Hermann Voss,Object,Graph A
2574,Linz Certificate,Object,Graph A
2575,Linz,Object,Graph A
2576,private collections in Metz,Object,Graph A
2577,Cracow,Object,Graph A
2578,Doelger,Object,Graph A
2579,art auction houses,Object,Graph A
2580,Dienststelle Muehlmann,Object,Graph A
2581,Walter Bornheim,Object,Graph A
2582,Baldur von Schirach,Object,Graph A
2583,Wilhelm Jacob Mohnen,Object,Graph A
2584,Archaeological Institute in Athens,Object,Graph A
2585,ERR in Holland,Object,Graph A
2586,Strasbourg University,Object,Graph A
2587,Kunstsuchtz in Belgium,Object,Graph A
2588,Baron von Poellnitz,Object,Graph A
2589,Karl Haberstock,Object,Graph A
2590,von Poellnitz,Object,Graph A
2591,Karl Haberstock,Object,Graph A
2592,Hans Posse,Object,Graph A
2593,Linz,Object,Graph A
2594,Lanz Collection,Object,Graph A
2595,Schenker Co.,Object,Graph A
2596,German Embassy in Paris,Object,Graph A
2597,Waldum,Object,Graph A
2598,Linz,Object,Graph A
2599,ERR in Kovno,Object,Graph A
2600,German Military Commission for Archives in France,Object,Graph A
2601,Kunstschutz in Paris,Object,Graph A
2602,ERR in Paris,Object,Graph A
2603,Alfred Stange,Object,Graph A
2604,Richard Hamann,Object,Graph A
2605,Guenther Schiedlausky,Object,Graph A
2606,Brauchitsch,Object,Graph A
2607,Herman Goering,Object,Graph A
2608,Herman Goering,Object,Graph A
2609,ERR,Object,Graph A
2610,looted art,Object,Graph A
2611,ERR in Brussels,Object,Graph A
2612,art in France,Object,Graph A
2613,Herman Goering,Object,Graph A
2614,German Consul in Florence,Object,Graph A
2615,Deutsche Reichsbank,Object,Graph A
2616,removing German territory from public and private collections in Italy,Object,Graph A
2617,art in Italy,Object,Graph A
2618,librarian,Object,Graph A
2619,Linz Museum,Object,Graph A
2620,SS Hauptsturmfuhrer,Object,Graph A
2621,German Consulate in Milan,Object,Graph A
2622,Herman Goering,Object,Graph A
2623,ERR in Bayonne,Object,Graph A
2624,Archaeological Institute in Athens,Object,Graph A
2625,all Nazi oraganizations in Greece,Object,Graph A
2626,dealer,Object,Graph A
2627,France,Object,Graph A
2628,Joachim von Ribbentrop,Object,Graph A
2629,Kurt von Behr,Object,Graph A
2630,Bruno Lohse,Object,Graph A
2631,ERR,Object,Graph A
2632,German Embassy,Object,Graph A
2633,exchanged,Object,Graph A
2634,ERR,Object,Graph A
2635,Gustav Rochlitz,Object,Graph A
2636,Walter Bornheim,Object,Graph A
2637,Maria Almas Dietrich,Object,Graph A
2638,Hans Bammann,Object,Graph A
2639,Kurt Martin,Object,Graph A
2640,Bernard Rademacher,Object,Graph A
2641,Felix Kuetgens,Object,Graph A
2642,Erhard Goepel,Object,Graph A
2643,Andre Schoeller,Object,Graph A
2644,Victor Mandl,Object,Graph A
2645,Leegenhoek,Object,Graph A
2646,Raphael Gerard,Object,Graph A
2647,Hotel Durot,Object,Graph A
2648,Goetz,Object,Graph A
2649,Gustav Rochlitz,Object,Graph A
2650,Andre Schoeller,Object,Graph A
2651,Arthur Pfannstiel,Object,Graph A
2652,Avogli Trotti,Object,Graph A
2653,Duc de Trevise,Object,Graph A
2654,Herman Goering Collection,Object,Graph A
2655,looted art,Object,Graph A
2656,art,Object,Graph A
2657,seizure of art objects in France,Object,Graph A
2658,German Embassy,Object,Graph A
2659,Herman Goering Collection,Object,Graph A
2660,Herman Goering,Object,Graph A
2661,Berchtesgaden,Object,Graph A
2662,ERR in Berlin,Object,Graph A
2663,Karl Brethauer,Object,Graph A
2664,Reichskammer fur Bildende Kunst,Object,Graph A
2665,Herman Goering Collection,Object,Graph A
2666,Germanic National Museum in Nuremburg,Object,Graph A
2667,Kunstschutz in France,Object,Graph A
2668,Institute for Carinthian Research,Object,Graph A
2669,removal of archives from Gorizia,Object,Graph A
2670,Bernheimer Gallery in Munich,Object,Graph A
2671,Bernheimer Gallery in Munich,Object,Graph A
2672,Hermann Voss,Object,Graph A
2673,Wiesbaden,Object,Graph A
2674,ERR in Antwerp,Object,Graph A
2675,Kunstschutz in Italy,Object,Graph A
2676,Adam and Eve by Cranach,Object,Graph A
2677,Director of Pitti Gallery,Object,Graph A
2678,"transfer of the Gordon Craig Theatrical Archives from Verona to Alt Aussee,",Object,Graph A
2679,Alt Aussee deposit,Object,Graph A
2680,Librarian,Object,Graph A
2681,Institute for Carinthian Research,Object,Graph A
2682,Hans Posse,Object,Graph B
2683,Linz,Object,Graph B
2684,Eugen Bruschwiller,Object,Graph B
2685,German ownership,Object,Graph B
2686,Theo Hermssen Jr,Object,Graph B
2687,Dortheum,Object,Graph B
2688,Paris,Object,Graph B
2689,Alessandro Contini-Bonacossi,Object,Graph B
2690,Florence,Object,Graph B
2691,Alessandro Contini-Bonacossi,Object,Graph B
2692,Florence,Object,Graph B
2693,Alessandro Contini-Bonacossi,Object,Graph B
2694,Florence,Object,Graph B
2695,Eugenio Ventura,Object,Graph B
2696,Herman Goering,Object,Graph B
2697,Goering-Ventura Exchange,Object,Graph B
2698,Florence,Object,Graph B
2699,Alessandro Contini-Bonacossi,Object,Graph B
2700,Florence,Object,Graph B
2701,Eugenio Ventura,Object,Graph B
2702,Herman Goering,Object,Graph B
2703,Goering-Ventura Exchange,Object,Graph B
2704,Florence,Object,Graph B
2705,Germany,Object,Graph B
2706,Luigi Bellini,Object,Graph B
2707,Florence,Object,Graph B
2708,German,Object,Graph B
2709,Herman Goering,Object,Graph B
2710,Eugenio Ventura,Object,Graph B
2711,Herman Goering,Object,Graph B
2712,Goering-Ventura Exchange,Object,Graph B
2713,Florence,Object,Graph B
2714,Maria Almas Dietrich,Object,Graph B
2715,Hans Lange,Object,Graph B
2716,Bruno Lohse,Object,Graph B
2717,Theodore Fischer,Object,Graph B
2718,Lucerne,Object,Graph B
2719,Berlin,Object,Graph B
2720,Gottleib Friedrich Reber,Object,Graph B
2721,Zurich,Object,Graph B
2722,NSDAP-Parteiforum Berchtesgaden,Object,Graph B
2723,Fritz Goernnert,Object,Graph B
2724,Josef (Sepp) Angerer,Object,Graph B
2725,Fritz Goernnert,Object,Graph B
2726,Josef (Sepp) Angerer,Object,Graph B
2727,Leipzig,Object,Graph B
2728,Alois Miedl,Object,Graph B
2729,Paris,Object,Graph B
2730,Hans Lange,Object,Graph B
2731,Muehlmann,Object,Graph B
2732,Holland,Object,Graph B
2733,Germany,Object,Graph B
2734,Czechoslovakia,Object,Graph B
2735,Czechoslovakia,Object,Graph B
2736,Czechoslovakia,Object,Graph B
